part_number	name	priceOpt	warranty	instock
RT613	Аккумуляторная батарея AGM RITAR RT613, Gray Case, 6V 1.3Ah  ( 97х24х 52 (58) ) Q20	5.25	24	1
RT628	Аккумуляторная батарея AGM RITAR RT628, Gray Case, 6V 2.8Ah  ( 66х34х 97 (103 ) ) Q25	7	24	1
EP4-4F1	Аккумуляторная батарея EUROPOWER AGM EP4-4F1 4 V 4 Ah ( 47 x 47 x  100 (105) )  Black Q30/2160	2.8	12	1
DG12-40	Аккумуляторная батарея GEL RITAR DG12-40, Gray Case, 12V 40.0Ah  ( 198 х 166 х 169 (169) ) Q1	99	24	1
GP 4-4,5	Аккумуляторная батарея Ventura 4V 4,5Ah (47*47*107), Q30	4.7	12	1
RB640CS6V4Ah (A)	Аккумуляторная батарея Энергия HGL 4-6A 6V 4Ah (101*70*47мм)	2.5	12	1
23714	Аккумуляторный кейс Hailong 36V для электротранспорта, 52шт, 360*90*90 мм	0	3	1
YT-S-HDMI1=>2	Активный HDMI сплитер 1=>2 порта, 1080р, DC5V/1A Q50	7.5	6	1
2*0,50 Hi-Fi	Акустический кабель Одескабель 2*0,50 Hi-Fi  цена за метр (бух.200м) прозрачный       	6.34	1	1
AntiBSp	Антибактериальный спрей очиститель, Q30	0	0	1
TS-203Kit	Аудиодомофон Tantos TS-203Kit комплект 	28	12	1
BE-12	Балансир для аккумуляторных батарей 12V BE-12 под 1 элемент 12В 2шт упаковка цена за 1 шт  	14	12	1
MS/CR2032-5B	Батарейка литиевая MITSUBISHI CR2032 5pcs/card, 100pcs/inner box, 5000pcs/ctn	1.3	3	1
CR2-1B	Батарейка литиевая PKCELL 3V CR2 850mAh Lithium Manganese Battery цена за блист, Q8	1.4	3	1
PC/AG3-10B	Батарейка щелочная PKCELL 1.5V AG3, 10 штук в блистере цена за блистер, Q	0.59	3	1
RM192V16127A	Батарейный блок RM 192V  16*12V 7Ah Rack встраеваемый в стойку 	554	12	1
LPM-725VA-P	ББП LogicPower (725VA / 490W) LPM-725VA-P	34.2	6	1
CJ847799CJ	БДСМ набор SM11 из 11 предметов, черный	13.5	0	1
ACS-114R	Беспроводной двухканальный комплект 2 брелка + приемник ACS-114R 	29.9	12	1
ACS-1000R	Беспроводной двухканальный комплект с одним брелком ACS-1000R	40.25	12	1
PD02	Беспроводной ИК датчик движения, управление через Wi-Fi, 120°, питание 1,5*AAA	15.2	2	1
TxRC-09	Беспроводной ручной двухкнопочный GSN пульт TxRC-09	9.6	12	1
MW150US	Беспроводной сетевой адаптер Wi-Fi-USB MERCURY MW150US, 802.11bgn, 150MB, 2.4 GHz, WIN7/XP/Vista/2K/MAC/LINUX, BOX Q400	6.7	12	1
LV-UW01-MTK7601	Беспроводной сетевой адаптер Wi-Fi-USB Merlion LV-UW01, RT7601, 802.11bgn, 150MB, 2.4 GHz, 2000/xp/visat,Win7,Win8,Linux,Mac , Blister Q400	2.6	2	1
FRN	Биометрический считыватель FRN	80	12	1
WL-JT-99CSG	Комплект проводной GSM сигнализации PIPO WL-JT-99CSG	62	12	1
YT-C-T-C(M)/HDMI(F)/USB3	Конвертер Type-C (папа) на HDMI(мама)+USB 3.0(мама)+Type-C(мама) 10cm, Silver, 4K/2K, Пакет	9.5	2	1
YT-C-Type-C(M)/VGA(F)	Конвертер Type-C (папа) на VGA(мама) 10cm, Silver, 4K/2K, Пакет	6.5	2	1
YT-C-T-C(M)/VGA(F)/USB3+	Конвертер Type-C (папа) на VGA(мама)+USB 3.0(мама)+Type-C(мама) 10cm, GOLD, 4K/2K, Пакет	13.6	2	1
YT-C-DP(M)/VGA(F)DV-B	Конвертер VEGGIEG DV-B Display Port (папа) на VGA(мама) 25cm, Black, Пакет	4.7	6	1
OK-J100	Коннектор OK-net RJ-45 Кат.5e UTP 3U упаковка 100 шт. цена указана за шт.	2.88	1	1
04548	Коннектор RITAR RJ-45 8P8C UTP Cat-5 (100 шт/уп.) Q100	1.9	1	1
DHI-ASC1202B-S	Контролер доступу для 2-x дверей DHI-ASC1202B-S	63.64	12	1
YT-CUB/3	Контроллер USB BlueTooth 3 mb/s EDR, Blister	1.3	2	1
ME-8108	Концевой выключатель ME-8108, 250V, 5A/dc115V, 0.4A	0	6	1
